Date,Product,Category,Brand,Quantity,Price_per_Unit,Discount (%),Total_Sales,Customer_Age,Customer_Gender,Payment_Method,City,State,Country,Customer_Rating,Delivery_Time (Days)
2027-04-01,Phone,Accessories,Dell,3,882,18,4269,27,Male,Cash,Chicago,TX,USA,3,6
2027-04-02,Tablet,Wearables,Dell,7,1380,3,32086,58,Female,Credit Card,Houston,TX,USA,5,7
2027-04-03,Laptop,Electronics,Lenovo,8,1008,21,26947,33,Male,Debit Card,Phoenix,TX,USA,5,5
2027-04-04,Phone,Accessories,Apple,15,1043,4,20515,27,Female,Debit Card,Los Angeles,AZ,USA,2,8
2027-04-05,Headphones,Electronics,Dell,17,995,10,35578,27,Male,Cash,Houston,CA,USA,4,2
2027-04-06,Headphones,Accessories,Samsung,19,1029,8,2843,53,Male,PayPal,Chicago,IL,USA,5,5
2027-04-07,Tablet,Wearables,Lenovo,4,736,12,3886,38,Female,PayPal,Los Angeles,AZ,USA,4,9
2027-04-08,Phone,Accessories,Lenovo,16,1025,27,35607,31,Male,Credit Card,Phoenix,AZ,USA,2,4
2027-04-09,Phone,Electronics,Lenovo,13,630,16,1183,25,Male,Cash,Phoenix,IL,USA,4,8
2027-04-10,Smartwatch,Wearables,Sony,12,218,14,25951,18,Female,Credit Card,Phoenix,TX,USA,4,3
2027-04-11,Laptop,Accessories,Apple,4,1955,12,1554,33,Male,Cash,Chicago,NY,USA,2,6
2027-04-12,Headphones,Accessories,Apple,12,165,20,24095,43,Female,Credit Card,Los Angeles,TX,USA,5,8
2027-04-13,Tablet,Accessories,Dell,17,344,10,20898,59,Male,Credit Card,Phoenix,TX,USA,4,9
2027-04-14,Phone,Accessories,Lenovo,9,156,0,24185,23,Female,Cash,Houston,CA,USA,3,7
2027-04-15,Headphones,Wearables,Lenovo,12,1167,7,848,56,Female,PayPal,Los Angeles,TX,USA,5,6
2027-04-16,Tablet,Wearables,Dell,15,623,22,29390,19,Male,Credit Card,Phoenix,NY,USA,2,6
2027-04-17,Headphones,Accessories,Apple,2,523,4,16862,26,Female,Cash,Los Angeles,AZ,USA,1,6
2027-04-18,Tablet,Wearables,Dell,9,1871,21,34290,22,Female,Cash,Houston,TX,USA,3,9
2027-04-19,Headphones,Electronics,Dell,14,1659,15,25525,57,Male,Cash,New York,AZ,USA,5,3
2027-04-20,Smartwatch,Wearables,Dell,4,494,3,1003,22,Female,Debit Card,Phoenix,CA,USA,2,4
2027-04-21,Laptop,Electronics,Dell,4,549,24,41545,64,Female,Cash,Houston,NY,USA,3,3
2027-04-22,Headphones,Electronics,Dell,6,1380,29,44782,25,Female,Cash,Chicago,IL,USA,5,9
2027-04-23,Laptop,Wearables,HP,5,1053,18,14076,22,Female,Debit Card,Phoenix,IL,USA,1,5
2027-04-24,Headphones,Accessories,HP,17,1919,17,33790,22,Male,Debit Card,New York,CA,USA,5,8
2027-04-25,Phone,Wearables,Lenovo,13,1959,22,12384,34,Female,PayPal,Houston,NY,USA,1,8
2027-04-26,Smartwatch,Electronics,Lenovo,17,1484,28,25705,26,Female,Cash,Houston,AZ,USA,1,9
2027-04-27,Smartwatch,Electronics,HP,19,862,1,33285,51,Female,Credit Card,Los Angeles,CA,USA,4,7
2027-04-28,Laptop,Wearables,Apple,1,1729,12,1768,50,Male,Debit Card,Phoenix,TX,USA,2,3
2027-04-29,Phone,Electronics,Sony,17,1503,15,1676,39,Male,Debit Card,New York,AZ,USA,4,5
2027-04-30,Tablet,Wearables,Apple,3,542,21,18516,38,Female,PayPal,Chicago,TX,USA,1,3
2027-05-01,Smartwatch,Wearables,Lenovo,14,1066,26,13245,60,Female,PayPal,Los Angeles,TX,USA,2,2
2027-05-02,Phone,Accessories,HP,12,991,7,12461,32,Male,PayPal,Phoenix,AZ,USA,2,3
2027-05-03,Phone,Electronics,Apple,15,633,18,36881,18,Female,Cash,New York,TX,USA,2,9
2027-05-04,Laptop,Wearables,Sony,6,1597,2,49766,24,Female,Cash,Los Angeles,IL,USA,3,9
2027-05-05,Phone,Electronics,Dell,2,256,18,42212,40,Female,Cash,New York,AZ,USA,5,8
2027-05-06,Phone,Wearables,Samsung,4,188,16,39858,64,Female,Debit Card,New York,CA,USA,1,7
2027-05-07,Tablet,Wearables,HP,13,301,8,7268,23,Male,PayPal,Los Angeles,IL,USA,2,1
2027-05-08,Laptop,Accessories,HP,13,1079,20,19472,37,Male,Debit Card,Los Angeles,CA,USA,3,9
2027-05-09,Laptop,Wearables,Sony,17,561,24,33589,43,Male,Credit Card,Phoenix,NY,USA,3,2
2027-05-10,Phone,Accessories,Dell,6,1604,20,8126,59,Male,Cash,Los Angeles,CA,USA,1,6
2027-05-11,Tablet,Electronics,Dell,11,808,22,45781,29,Male,Debit Card,Phoenix,AZ,USA,4,5
2027-05-12,Headphones,Accessories,Samsung,19,1680,16,28903,30,Female,Credit Card,New York,CA,USA,3,6
2027-05-13,Smartwatch,Accessories,Dell,16,553,24,29532,64,Male,Debit Card,Los Angeles,NY,USA,1,8
2027-05-14,Laptop,Electronics,Sony,8,1593,0,30726,30,Female,Credit Card,Phoenix,TX,USA,3,8
2027-05-15,Tablet,Accessories,Lenovo,1,479,3,29283,19,Male,Debit Card,Phoenix,AZ,USA,1,2
2027-05-16,Tablet,Accessories,Dell,10,500,22,8903,49,Female,Debit Card,Chicago,IL,USA,2,7
2027-05-17,Phone,Wearables,Lenovo,2,1202,26,42716,48,Male,Cash,Phoenix,IL,USA,4,2
2027-05-18,Smartwatch,Accessories,Lenovo,19,650,14,30119,28,Male,Debit Card,Phoenix,CA,USA,3,1
2027-05-19,Laptop,Wearables,Sony,14,1035,11,49810,54,Female,Debit Card,Chicago,IL,USA,3,8
2027-05-20,Headphones,Accessories,HP,3,1919,24,3119,21,Female,PayPal,Houston,NY,USA,3,9
2027-05-21,Phone,Electronics,HP,9,1112,16,1847,51,Female,Debit Card,Los Angeles,IL,USA,5,7
2027-05-22,Laptop,Electronics,HP,8,1509,11,3664,33,Male,Cash,Chicago,CA,USA,5,4
2027-05-23,Laptop,Accessories,Apple,11,1077,15,14059,48,Male,Debit Card,Phoenix,IL,USA,2,7
2027-05-24,Tablet,Wearables,HP,15,1790,29,28288,42,Female,Cash,Phoenix,TX,USA,3,4
2027-05-25,Smartwatch,Accessories,Sony,6,760,12,34178,56,Male,PayPal,Los Angeles,TX,USA,4,7
2027-05-26,Headphones,Wearables,Samsung,2,1466,10,7666,25,Female,Cash,New York,IL,USA,5,4
2027-05-27,Smartwatch,Accessories,Dell,1,1002,14,35719,25,Male,PayPal,Chicago,AZ,USA,1,9
2027-05-28,Tablet,Electronics,HP,3,544,28,45263,51,Female,PayPal,Houston,IL,USA,1,5
2027-05-29,Headphones,Electronics,Apple,18,151,15,903,32,Female,PayPal,Los Angeles,TX,USA,1,7
2027-05-30,Headphones,Wearables,Lenovo,14,1374,5,10533,22,Male,PayPal,Los Angeles,TX,USA,2,8
2027-05-31,Phone,Accessories,Apple,17,1782,26,27724,36,Female,PayPal,Chicago,NY,USA,3,5
2027-06-01,Headphones,Wearables,Sony,2,428,25,18574,27,Male,Cash,Phoenix,CA,USA,3,1
2027-06-02,Laptop,Electronics,Samsung,19,1617,10,3985,26,Male,PayPal,Phoenix,NY,USA,5,4
2027-06-03,Smartwatch,Wearables,HP,9,1473,14,47019,46,Male,PayPal,Houston,AZ,USA,1,3
2027-06-04,Smartwatch,Accessories,HP,8,869,4,9948,57,Female,PayPal,Chicago,CA,USA,2,7
2027-06-05,Phone,Wearables,Apple,10,1908,2,21172,54,Female,PayPal,Los Angeles,IL,USA,4,6
2027-06-06,Headphones,Accessories,Sony,9,1582,25,13910,36,Female,PayPal,Chicago,IL,USA,3,6
2027-06-07,Tablet,Accessories,Apple,8,597,1,14762,30,Male,Credit Card,New York,AZ,USA,3,2
2027-06-08,Laptop,Electronics,Apple,7,224,0,28260,63,Male,Debit Card,Los Angeles,TX,USA,2,6
2027-06-09,Phone,Accessories,Samsung,6,303,14,10334,57,Female,Debit Card,Houston,IL,USA,5,8
2027-06-10,Headphones,Accessories,Sony,2,867,1,32779,33,Male,PayPal,Houston,NY,USA,2,5
2027-06-11,Tablet,Accessories,Samsung,9,742,27,28428,47,Male,PayPal,Los Angeles,TX,USA,5,9
2027-06-12,Headphones,Wearables,Sony,9,1144,28,21329,22,Male,Credit Card,Phoenix,IL,USA,3,2
2027-06-13,Phone,Electronics,HP,19,689,19,23343,50,Female,PayPal,Los Angeles,TX,USA,5,7
2027-06-14,Tablet,Wearables,Dell,9,1970,5,35212,36,Female,Credit Card,Los Angeles,CA,USA,5,6
2027-06-15,Tablet,Wearables,Lenovo,2,1686,11,20455,36,Female,Debit Card,New York,IL,USA,5,6
2027-06-16,Tablet,Electronics,Dell,19,461,20,34828,34,Male,Cash,Los Angeles,IL,USA,5,4
2027-06-17,Tablet,Wearables,Sony,16,460,15,32132,41,Male,Debit Card,Chicago,TX,USA,1,9
2027-06-18,Headphones,Wearables,Dell,14,1901,13,38015,45,Female,Cash,Chicago,CA,USA,1,6
2027-06-19,Tablet,Accessories,Apple,1,1239,3,7654,59,Female,Cash,Houston,NY,USA,1,8
2027-06-20,Headphones,Wearables,HP,13,154,7,28670,54,Female,Cash,Phoenix,CA,USA,1,8
2027-06-21,Tablet,Electronics,Lenovo,2,391,11,47357,39,Male,PayPal,Houston,NY,USA,2,4
2027-06-22,Tablet,Wearables,Lenovo,14,1174,22,31663,56,Female,Credit Card,New York,AZ,USA,4,5
2027-06-23,Phone,Accessories,Lenovo,1,941,13,12585,33,Female,Cash,Los Angeles,CA,USA,5,2
2027-06-24,Headphones,Wearables,HP,15,884,19,27744,52,Female,Credit Card,Houston,NY,USA,2,4
2027-06-25,Headphones,Electronics,Dell,18,353,25,5827,44,Male,Debit Card,Los Angeles,TX,USA,1,6
2027-06-26,Smartwatch,Accessories,Lenovo,9,591,12,17639,29,Female,Cash,Houston,NY,USA,5,2
2027-06-27,Phone,Wearables,Lenovo,8,1084,28,26375,63,Male,Debit Card,Los Angeles,AZ,USA,4,2
2027-06-28,Headphones,Electronics,Sony,7,672,4,33764,45,Female,Credit Card,Houston,NY,USA,5,7
2027-06-29,Phone,Electronics,Apple,9,958,11,13560,18,Male,Credit Card,Chicago,CA,USA,3,5
2027-06-30,Phone,Wearables,Sony,9,1092,9,16156,56,Female,Debit Card,New York,NY,USA,3,3
2027-07-01,Phone,Wearables,Dell,11,1060,20,19305,35,Female,Credit Card,Houston,CA,USA,2,3
2027-07-02,Laptop,Accessories,HP,4,1986,18,34866,40,Male,Debit Card,Chicago,AZ,USA,4,7
2027-07-03,Headphones,Wearables,HP,7,324,12,29355,39,Female,Credit Card,Phoenix,NY,USA,2,3
2027-07-04,Phone,Accessories,Sony,7,1592,8,4627,21,Female,PayPal,Houston,NY,USA,5,5
2027-07-05,Laptop,Wearables,Samsung,4,1971,10,46391,28,Female,Debit Card,Los Angeles,AZ,USA,4,2
2027-07-06,Laptop,Electronics,Sony,12,202,4,38819,35,Female,Cash,New York,NY,USA,2,3
2027-07-07,Tablet,Electronics,Samsung,17,1069,27,4090,24,Male,Cash,Chicago,CA,USA,5,4
2027-07-08,Tablet,Electronics,Sony,3,1171,12,13473,38,Male,Cash,Chicago,IL,USA,1,1
2027-07-09,Headphones,Electronics,Samsung,9,836,9,17345,52,Male,Credit Card,New York,IL,USA,5,4
2027-07-10,Tablet,Accessories,Samsung,5,1465,17,38234,54,Male,Debit Card,Houston,CA,USA,2,4
2027-07-11,Headphones,Electronics,Lenovo,16,332,28,48587,47,Male,Credit Card,Los Angeles,NY,USA,4,3
2027-07-12,Laptop,Accessories,Lenovo,8,1705,14,27781,34,Male,Cash,Phoenix,CA,USA,4,9
2027-07-13,Laptop,Accessories,Samsung,16,1682,19,44783,50,Male,PayPal,Houston,AZ,USA,1,3
2027-07-14,Headphones,Accessories,Samsung,19,327,11,17049,33,Male,Cash,New York,CA,USA,2,2
2027-07-15,Tablet,Wearables,Apple,16,1106,3,28123,32,Female,Cash,Houston,IL,USA,1,7
2027-07-16,Tablet,Accessories,Samsung,18,621,4,34996,30,Female,Cash,Houston,TX,USA,3,9
2027-07-17,Headphones,Wearables,Lenovo,15,1820,7,24580,56,Male,PayPal,New York,AZ,USA,5,6
2027-07-18,Smartwatch,Accessories,Samsung,18,1715,4,5197,20,Male,PayPal,New York,NY,USA,3,5
2027-07-19,Tablet,Wearables,HP,14,112,0,16230,41,Male,Debit Card,Phoenix,CA,USA,3,1
2027-07-20,Phone,Wearables,Apple,16,1622,17,28745,40,Female,PayPal,New York,AZ,USA,1,3
2027-07-21,Tablet,Electronics,Samsung,5,544,18,44634,62,Male,Debit Card,New York,IL,USA,1,9
2027-07-22,Smartwatch,Accessories,Lenovo,8,1949,18,31813,18,Male,PayPal,New York,NY,USA,5,8
2027-07-23,Laptop,Wearables,Lenovo,16,439,9,19057,49,Male,Debit Card,Chicago,CA,USA,1,9
2027-07-24,Laptop,Electronics,Dell,1,1447,21,537,50,Male,Cash,New York,CA,USA,1,8
2027-07-25,Laptop,Accessories,Lenovo,11,1719,8,30408,47,Female,PayPal,New York,NY,USA,1,1
2027-07-26,Tablet,Electronics,Apple,11,697,25,40754,19,Male,Credit Card,New York,TX,USA,1,8
2027-07-27,Laptop,Wearables,Lenovo,2,256,0,2521,35,Female,Credit Card,Phoenix,TX,USA,1,8
2027-07-28,Smartwatch,Electronics,HP,19,755,21,40148,47,Female,Debit Card,Houston,AZ,USA,3,5
2027-07-29,Smartwatch,Electronics,Sony,5,1102,24,37789,35,Female,PayPal,New York,CA,USA,3,6
2027-07-30,Tablet,Accessories,HP,3,1698,19,9339,22,Male,PayPal,New York,AZ,USA,5,2
2027-07-31,Phone,Wearables,HP,8,1554,25,31505,22,Female,Credit Card,Phoenix,NY,USA,4,1
2027-08-01,Tablet,Accessories,Apple,4,1678,2,3802,25,Male,PayPal,Houston,AZ,USA,5,8
2027-08-02,Laptop,Accessories,Apple,13,1530,12,9011,26,Male,PayPal,Phoenix,CA,USA,2,7
2027-08-03,Tablet,Electronics,Dell,14,1281,5,21491,49,Male,Debit Card,Los Angeles,TX,USA,5,4
2027-08-04,Smartwatch,Wearables,Lenovo,1,1308,5,39636,31,Male,Cash,Los Angeles,TX,USA,5,7
2027-08-05,Tablet,Accessories,Dell,5,897,28,44013,30,Male,Credit Card,Los Angeles,NY,USA,1,2
2027-08-06,Tablet,Wearables,Apple,7,590,17,10414,35,Male,Cash,New York,IL,USA,1,2
2027-08-07,Phone,Accessories,Lenovo,6,934,4,10448,21,Male,PayPal,Phoenix,AZ,USA,1,7
2027-08-08,Smartwatch,Electronics,Apple,15,1051,16,45138,39,Male,PayPal,New York,NY,USA,4,3
2027-08-09,Headphones,Accessories,Apple,15,1659,28,28854,37,Female,Debit Card,Los Angeles,TX,USA,1,6
2027-08-10,Headphones,Accessories,Sony,8,456,24,6373,32,Male,Cash,Houston,CA,USA,2,7
2027-08-11,Smartwatch,Accessories,HP,2,816,24,31961,24,Female,Cash,Houston,CA,USA,3,7
2027-08-12,Headphones,Wearables,Dell,14,461,2,7998,30,Male,Debit Card,Phoenix,IL,USA,2,4
2027-08-13,Laptop,Electronics,Dell,16,1347,4,24056,51,Female,Cash,Houston,IL,USA,4,3
2027-08-14,Headphones,Wearables,Samsung,10,1736,2,33106,58,Female,Debit Card,Los Angeles,TX,USA,1,1
2027-08-15,Laptop,Accessories,Sony,15,1327,22,27591,47,Male,Debit Card,Phoenix,IL,USA,5,7
2027-08-16,Smartwatch,Electronics,Apple,4,107,12,6135,22,Female,PayPal,Phoenix,IL,USA,3,9
2027-08-17,Headphones,Wearables,Apple,12,571,14,34032,18,Male,PayPal,Los Angeles,CA,USA,4,1
2027-08-18,Headphones,Accessories,Sony,10,271,16,23190,48,Female,PayPal,Los Angeles,AZ,USA,2,5
2027-08-19,Laptop,Electronics,Lenovo,2,1843,14,17536,37,Male,Debit Card,Los Angeles,CA,USA,1,4
2027-08-20,Laptop,Electronics,Dell,4,195,4,45540,36,Female,PayPal,Los Angeles,CA,USA,4,2
2027-08-21,Tablet,Accessories,Apple,6,773,21,48411,46,Female,Credit Card,Phoenix,TX,USA,4,7
2027-08-22,Phone,Electronics,Samsung,14,1926,13,45062,62,Male,Credit Card,Houston,TX,USA,5,7
2027-08-23,Headphones,Electronics,Dell,3,707,10,10821,55,Female,PayPal,Los Angeles,AZ,USA,5,8
2027-08-24,Phone,Wearables,HP,15,1429,27,29652,27,Male,Debit Card,Chicago,NY,USA,5,3
2027-08-25,Phone,Electronics,Sony,1,1780,13,20848,46,Male,Credit Card,Phoenix,IL,USA,2,6
2027-08-26,Headphones,Wearables,Dell,19,1381,6,21495,48,Female,PayPal,New York,IL,USA,5,4
2027-08-27,Laptop,Wearables,HP,1,573,2,25262,28,Female,Credit Card,Houston,CA,USA,4,3
2027-08-28,Tablet,Wearables,Samsung,13,1423,22,645,40,Female,Credit Card,Phoenix,CA,USA,4,4
2027-08-29,Smartwatch,Wearables,Lenovo,8,1588,19,5601,47,Male,Credit Card,Los Angeles,AZ,USA,4,1
2027-08-30,Headphones,Electronics,Sony,18,713,9,4747,42,Male,Cash,Chicago,IL,USA,3,7
2027-08-31,Headphones,Electronics,Lenovo,3,788,10,10078,33,Male,Credit Card,New York,CA,USA,3,7
2027-09-01,Smartwatch,Wearables,Apple,18,997,29,4688,40,Male,PayPal,Houston,CA,USA,2,7
2027-09-02,Phone,Electronics,Lenovo,9,1451,5,32274,50,Female,Credit Card,Los Angeles,TX,USA,5,2
2027-09-03,Tablet,Wearables,Apple,6,209,4,44047,54,Male,PayPal,Phoenix,NY,USA,4,1
2027-09-04,Phone,Wearables,HP,2,809,19,3196,45,Male,Credit Card,Phoenix,AZ,USA,5,9
2027-09-05,Smartwatch,Wearables,Dell,4,1252,21,41508,44,Female,Credit Card,Houston,NY,USA,4,2
2027-09-06,Smartwatch,Accessories,Samsung,18,1064,12,47458,23,Female,Cash,Chicago,NY,USA,3,5
2027-09-07,Tablet,Electronics,HP,7,970,11,20213,55,Female,Credit Card,Los Angeles,AZ,USA,4,5
2027-09-08,Smartwatch,Electronics,Samsung,11,1260,18,45049,54,Male,PayPal,Houston,IL,USA,2,8
2027-09-09,Smartwatch,Wearables,Lenovo,5,1662,18,44048,23,Female,Cash,Houston,CA,USA,1,1
2027-09-10,Tablet,Electronics,Samsung,8,748,20,31375,42,Female,Cash,Phoenix,AZ,USA,4,7
2027-09-11,Headphones,Wearables,Lenovo,11,1287,26,25850,30,Male,Credit Card,Houston,CA,USA,2,3
2027-09-12,Phone,Electronics,Samsung,15,448,4,5141,50,Male,Credit Card,New York,TX,USA,3,2
2027-09-13,Headphones,Wearables,Sony,3,562,24,6059,50,Male,Debit Card,New York,NY,USA,3,5
2027-09-14,Headphones,Wearables,HP,7,1991,19,34528,42,Male,Credit Card,Los Angeles,TX,USA,1,4
2027-09-15,Phone,Accessories,Sony,8,1766,20,12131,31,Female,Debit Card,Houston,NY,USA,5,9
2027-09-16,Headphones,Wearables,Dell,11,1627,27,36316,57,Male,PayPal,Phoenix,IL,USA,5,1
2027-09-17,Tablet,Accessories,Dell,10,984,8,2523,58,Female,Credit Card,Los Angeles,AZ,USA,4,3
2027-09-18,Phone,Electronics,Apple,9,1274,3,26156,59,Female,Credit Card,Chicago,IL,USA,3,3
2027-09-19,Laptop,Electronics,Apple,15,345,28,21154,55,Male,Debit Card,Phoenix,NY,USA,2,4
2027-09-20,Headphones,Accessories,Apple,5,1233,14,22217,26,Male,Debit Card,Chicago,TX,USA,1,7
2027-09-21,Smartwatch,Electronics,Dell,15,1708,2,35342,35,Male,Cash,Los Angeles,NY,USA,5,5
2027-09-22,Phone,Accessories,Samsung,4,897,22,33050,32,Male,Cash,New York,IL,USA,4,6
2027-09-23,Laptop,Electronics,Lenovo,5,1398,6,45702,21,Female,Credit Card,Phoenix,IL,USA,4,3
2027-09-24,Smartwatch,Accessories,Samsung,15,969,23,46423,51,Male,PayPal,Phoenix,TX,USA,3,5
2027-09-25,Laptop,Accessories,HP,17,1190,19,35580,55,Male,Cash,Los Angeles,TX,USA,2,2
2027-09-26,Headphones,Wearables,Dell,8,1173,19,3974,34,Female,Cash,Phoenix,IL,USA,2,4
2027-09-27,Smartwatch,Electronics,Lenovo,19,915,13,14671,24,Female,Cash,Phoenix,NY,USA,5,3
2027-09-28,Headphones,Wearables,Lenovo,9,614,13,3760,49,Female,Debit Card,Los Angeles,NY,USA,4,3
2027-09-29,Smartwatch,Accessories,Lenovo,10,325,8,49609,40,Male,Credit Card,Houston,AZ,USA,3,4
2027-09-30,Phone,Wearables,Apple,5,677,25,6118,37,Female,Debit Card,Los Angeles,IL,USA,2,8
2027-10-01,Tablet,Accessories,Lenovo,10,605,22,46265,64,Female,PayPal,Phoenix,AZ,USA,4,8
2027-10-02,Tablet,Electronics,Lenovo,1,254,2,34618,19,Female,Debit Card,Los Angeles,IL,USA,2,1
2027-10-03,Laptop,Electronics,Dell,4,1997,28,9785,38,Male,Credit Card,Phoenix,AZ,USA,1,5
2027-10-04,Smartwatch,Electronics,Samsung,5,1603,8,39316,29,Female,Debit Card,Chicago,CA,USA,2,2
2027-10-05,Headphones,Accessories,Samsung,7,210,28,8641,59,Male,PayPal,Chicago,NY,USA,2,6
2027-10-06,Phone,Wearables,Sony,5,582,20,28852,44,Female,Credit Card,New York,NY,USA,4,3
2027-10-07,Phone,Electronics,Sony,8,907,3,44556,27,Female,Credit Card,Los Angeles,CA,USA,2,9
2027-10-08,Phone,Accessories,HP,17,1891,16,24207,25,Female,Credit Card,Los Angeles,TX,USA,2,9
2027-10-09,Tablet,Wearables,Dell,1,373,24,22661,38,Female,Credit Card,Chicago,CA,USA,1,8
2027-10-10,Headphones,Accessories,Sony,18,254,5,2354,39,Female,PayPal,Chicago,NY,USA,2,2
2027-10-11,Phone,Accessories,Sony,12,1774,15,19150,30,Female,Credit Card,Chicago,IL,USA,2,2
2027-10-12,Phone,Electronics,Dell,3,1290,26,17444,57,Male,PayPal,New York,AZ,USA,4,2
2027-10-13,Laptop,Accessories,Samsung,14,1142,17,8046,29,Male,PayPal,New York,NY,USA,3,5
2027-10-14,Smartwatch,Accessories,HP,16,444,12,48821,34,Male,Debit Card,Houston,CA,USA,1,9
2027-10-15,Smartwatch,Wearables,HP,18,834,6,7707,26,Female,Debit Card,Los Angeles,IL,USA,2,7
2027-10-16,Smartwatch,Electronics,HP,10,668,2,29768,57,Male,Credit Card,New York,NY,USA,3,7
2027-10-17,Laptop,Accessories,Sony,15,393,5,6986,29,Female,Cash,Phoenix,CA,USA,4,3
2027-10-18,Tablet,Accessories,Samsung,10,744,23,31722,26,Male,Cash,Los Angeles,NY,USA,1,3
2027-10-19,Laptop,Wearables,HP,1,1585,2,29621,47,Female,Credit Card,Houston,CA,USA,4,3
2027-10-20,Phone,Accessories,Dell,19,437,28,19267,23,Male,PayPal,Chicago,CA,USA,3,1
2027-10-21,Headphones,Accessories,HP,2,1927,27,39415,42,Female,Debit Card,Houston,NY,USA,1,8
2027-10-22,Phone,Accessories,Apple,13,551,11,10517,45,Female,Credit Card,Los Angeles,IL,USA,2,2
2027-10-23,Phone,Accessories,Samsung,16,443,4,15594,27,Male,Credit Card,Chicago,NY,USA,3,7
2027-10-24,Headphones,Accessories,Apple,8,816,29,31736,58,Female,PayPal,Houston,NY,USA,4,9
2027-10-25,Smartwatch,Wearables,Samsung,3,730,21,8164,45,Male,Debit Card,Houston,IL,USA,1,2
2027-10-26,Laptop,Accessories,Lenovo,19,864,16,30421,46,Male,Cash,Los Angeles,NY,USA,3,1
2027-10-27,Tablet,Accessories,Dell,14,184,9,30345,53,Male,Cash,New York,AZ,USA,3,5
2027-10-28,Phone,Accessories,Lenovo,11,1820,6,15073,28,Male,Credit Card,Phoenix,AZ,USA,4,5
2027-10-29,Phone,Accessories,Sony,12,836,3,2183,38,Female,Credit Card,Houston,AZ,USA,4,1
2027-10-30,Tablet,Electronics,Sony,11,759,9,9890,55,Male,Credit Card,Phoenix,CA,USA,2,9
2027-10-31,Laptop,Electronics,Lenovo,11,1512,26,34277,43,Female,Credit Card,Los Angeles,TX,USA,2,3
2027-11-01,Phone,Electronics,Samsung,18,1915,6,49088,35,Female,Credit Card,Los Angeles,NY,USA,3,2
2027-11-02,Tablet,Electronics,HP,10,326,22,32277,21,Female,Cash,New York,TX,USA,4,7
2027-11-03,Phone,Wearables,Apple,16,1409,10,43167,61,Male,Credit Card,Chicago,AZ,USA,3,5
2027-11-04,Smartwatch,Electronics,Dell,8,1407,20,29611,58,Female,Debit Card,Phoenix,IL,USA,5,4
2027-11-05,Smartwatch,Wearables,HP,6,1816,7,30480,32,Female,PayPal,Houston,AZ,USA,4,4
2027-11-06,Phone,Electronics,Sony,19,208,7,35880,40,Male,Cash,Chicago,NY,USA,5,9
2027-11-07,Phone,Wearables,HP,13,234,4,24308,58,Female,PayPal,Phoenix,TX,USA,5,9
2027-11-08,Smartwatch,Electronics,Lenovo,15,1037,4,7726,23,Female,PayPal,Phoenix,TX,USA,4,1
2027-11-09,Phone,Accessories,Lenovo,13,390,6,22947,60,Female,Credit Card,Chicago,CA,USA,2,7
2027-11-10,Laptop,Electronics,Apple,1,1925,21,37609,24,Female,PayPal,Chicago,IL,USA,3,8
2027-11-11,Laptop,Electronics,Sony,2,1738,3,18426,63,Female,Debit Card,New York,AZ,USA,1,5
2027-11-12,Headphones,Electronics,Samsung,13,1836,1,18121,32,Male,Credit Card,Houston,IL,USA,1,7
2027-11-13,Laptop,Accessories,Dell,2,1631,23,11667,26,Male,Cash,Houston,NY,USA,4,8
2027-11-14,Phone,Wearables,Lenovo,11,1752,18,6209,47,Male,Debit Card,Houston,CA,USA,2,8
2027-11-15,Phone,Wearables,Dell,13,1967,1,13740,61,Male,Cash,Chicago,AZ,USA,2,9
2027-11-16,Tablet,Accessories,Sony,10,921,15,35531,60,Male,Credit Card,New York,NY,USA,2,5
2027-11-17,Laptop,Electronics,Samsung,15,1152,11,32646,45,Female,Credit Card,Los Angeles,IL,USA,1,2
2027-11-18,Smartwatch,Electronics,Lenovo,1,493,14,49934,47,Male,Cash,New York,CA,USA,5,6
2027-11-19,Smartwatch,Electronics,Apple,14,126,9,8498,25,Female,PayPal,Chicago,AZ,USA,1,1
2027-11-20,Headphones,Wearables,Dell,10,1590,22,49583,52,Female,Cash,New York,IL,USA,2,6
2027-11-21,Tablet,Wearables,Sony,18,112,25,41008,52,Male,Debit Card,Chicago,AZ,USA,1,3
2027-11-22,Smartwatch,Accessories,Dell,11,653,5,11312,43,Male,PayPal,Phoenix,CA,USA,1,3
2027-11-23,Headphones,Accessories,Samsung,7,1032,23,31601,47,Female,Credit Card,Phoenix,CA,USA,3,7
2027-11-24,Laptop,Wearables,Apple,15,544,12,14728,52,Female,Debit Card,Los Angeles,IL,USA,4,4
2027-11-25,Tablet,Electronics,Samsung,3,323,29,25247,55,Male,Debit Card,Phoenix,AZ,USA,5,5
2027-11-26,Tablet,Electronics,Lenovo,2,1586,5,46800,28,Male,Credit Card,Los Angeles,TX,USA,3,6
2027-11-27,Phone,Electronics,HP,8,120,22,30290,37,Female,PayPal,Houston,NY,USA,4,6
2027-11-28,Laptop,Electronics,Samsung,8,1510,1,2382,63,Female,Credit Card,Chicago,CA,USA,2,2
2027-11-29,Tablet,Accessories,Samsung,11,1771,25,39455,48,Male,Debit Card,Houston,AZ,USA,3,3
2027-11-30,Headphones,Accessories,Dell,16,1449,13,19159,51,Male,Debit Card,Houston,IL,USA,4,1
2027-12-01,Smartwatch,Wearables,Samsung,2,1856,17,47920,29,Male,Debit Card,Los Angeles,IL,USA,3,3
